id_film,titre_film,duree,genres_liste,date_sortie,utilisateur_note,nbre_utilisateur_note
['15562322'],Love and Shadow,,Drama            ,(2018),,
['21296742'],Yu Qian Fa Yi Da Wu Zuo 2,87 min,Mystery            ,(2018),,
['21109664'],1 Hour to the Wedding,,"Comedy, Drama            ",(2018),,
['10520864'],Capriccio of Tracking Down the Treasure,,,(2018),,
['6902358'],Miss Murders,,Horror            ,(2018),,
['2925844'],Fumes of Fury,91 min,"Biography, Drama, Mystery            ",(2018),,
['7203812'],Willows Morning,,Drama            ,(2018),,
['11106532'],Another Day at the Office,,,(2018),,
['8653642'],Peggio per Me,108 min,Comedy            ,(2018),6.4,7
['12227466'],Viereint geht's besser!,107 min,Comedy            ,(2018),,
['6483614'],Total agates,100 min,"Crime, Drama            ",(2018),,
['7827370'],Graduating,,Comedy            ,(2018),,
['8109272'],Halimo: Usturat el-Shawate,101 min,Comedy            ,(2018),1.8,19
['9258386'],First Bite,7 min,,(II) (2018),,
['21920778'],Karesth,,,(2018),,
['5849808'],CryDiePain,,Drama            ,(2018),,
['9270506'],The Land on the Waves,82 min,Drama            ,(2018),,
['8784862'],Love u2,,Romance            ,(2018),,
['7520416'],Red Ink,50 min,"Drama, History            ",(2018),,
['10505122'],Blade of the Law,,,(2018),,
['10794698'],Huddersfield Town vs Crystal Palace,90 min,,(2018),,
['10474494'],The Dream of Nobody,,,(2018),,
['10622212'],Casos Complejos,81 min,"Drama, Thriller            ",(2018),5.9,14
['8792770'],Just Get My Name Right,101 min,Drama            ,(2018),,
['10520888'],Asas,,,(2018),,
['22055292'],Sayba Dhola,,Drama            ,(2018),,
['9003188'],Shane Todd: Lonely Child,72 min,Comedy            ,(2018),,
['12404002'],A Fold in Space,98 min,Drama            ,(2018),,
['7468118'],Gualicho,,"Drama, Fantasy, Horror            ",(2018),,
['17791048'],BBC Symphony of the Stones,,,(2018),,
['19811854'],Aloo Fry,47 min,Comedy            ,(2018),,
['10474360'],Legend Second of Tang Dynasty,,,(2018),,
['7699376'],12 dias de mierda,,Drama            ,(2018),,
['8907988'],Aata Baas,,Drama            ,(2018),,
['13416560'],Golden State Warriors vs Houston Rockets,,Reality-TV            ,(2018),,
['8010214'],The Sky Is Blue With Lies: Tribeca Phaedra,98 min,Drama            ,(2018),,
['9233940'],Toxic Man,103 min,"Action, Crime, Drama            ",(2018),,
['21094304'],Iremide,,Drama            ,(2018),,
['6546302'],The Lines Between,62 min,Action            ,(2018),,
['10794512'],Liverpool vs Manchester City,90 min,,(2018),,
['13611066'],Super Saints,60 min,Comedy            ,(2018),,
['10597550'],Inside,,"Comedy, Crime, Mystery            ",(VI) (2018),,
['13550956'],NUDe an Affair. Take Me to A Foreign Country,98 min,Reality-TV            ,(2018),,
['7678756'],Tu Rehna Mera,,Romance            ,(2018),,
['9071040'],Boundaries,100 min,"Comedy, Drama            ",(IV) (2018),,
['22353828'],Rebirth,,Drama            ,(IV) (2018),,
['12561420'],Catholic LA,,Talk-Show            ,(2018),,
['10515244'],My Fading Childhood,,,(2018),,
['15781128'],Botox,91 min,"Crime, Mystery            ",(2018),,
['8816588'],Riccardo: La solitudine dell'ambizione,,History            ,(2018),,
['8442376'],Vadkanvadászat,60 min,History            ,(2018),5.7,8
['7739456'],Peters: Coming of Age,,Comedy            ,(2018),,
['8426178'],Horse Play 2: Black Beauty,,Animation            ,(2018),,
['12665576'],The Survive,,Drama            ,(2018),,
['10492728'],La fiesta de todes,45 min,Comedy            ,(2018),,
['8459800'],Shaibya,,Romance            ,(2018),,
['8426878'],"Sono Angelica, voglio vendetta",,Thriller            ,(2018),,
['21244560'],MULT v kino. Vypusk # 87,45 min,Animation            ,(2018),,
['13743938'],Rankal Raate,111 min,Drama            ,(2018),,
['8020994'],Panaimarakkadu,,Drama            ,(2018),,
['14044404'],That Revenge Movie 2,14 min,Comedy            ,(2018),,
['10794880'],Everton vs West Ham United,90 min,Sport            ,(2018),,
['5846800'],Tuesday Night and Wednesday Morning,,Drama            ,(2018),,
['16273610'],Tough Love,129 min,Drama            ,(III) (2018),,
['11335772'],Libre de vivre,,,(2018),,
['13063028'],Bi jukujo den'en furin-dzukushi,,Drama            ,(2018),,
['13479446'],Taxta Ayi,,,(2018),,
['8446514'],The Gnome,,Horror            ,(2018),,
['22398620'],Et si c'était à refaire?,,"Comedy, Drama            ",(2018),,
['13659966'],El ABC,,Music            ,(2018),,
['10547830'],Barbara Blu,76 min,"Drama, Horror, Thriller            ",(2018),,
['7725824'],Taapmaan,70 min,"Action, Drama            ",(2018),,
['7744814'],The Reprogramming of Jeremy,,Drama            ,(2018),,
['15426816'],Bloody Things Lie in Dark Places: A Tale of Death and Despair,45 min,Action            ,(2018),,
['7561754'],Ira,,, (2018),,
['10467754'],Planning Devachem,,Action            ,(2018),,
['6094314'],H,,Drama            ,(II) (2018),,
['4866246'],Desvanecer,87 min,Drama            ,(2018),,
['13081062'],Terra nera,,Crime            ,(2018),,
['7083688'],For the Boys,,Comedy            ,(2018),,
['7678704'],Lindsay Outside the Box,,Comedy            ,(2018),,
['8785344'],Campus Da Challenge,,Drama            ,(2018),,
['8983144'],Chokher aloyee,129 min,Drama            ,(2018),,
['9817104'],Pozvonite Myshkinu,84 min,Comedy            ,(2018),3.8,17
['8170134'],Ai-Chan Teen Detective,86 min,"Family, Mystery            ",(2018),,
['8364714'],11 Henrys,105 min,Sci-Fi            ,(2018),,
['13381356'],Juventus vs Inter Milan,96 min,Reality-TV            ,(2018),,
['8496418'],Working Holiday Melbourne,80 min,"Comedy, Drama            ",(2018),,
['12916336'],Raaga Thaalangal,104 min,Drama            ,(2018),,
['12701282'],CD Leganés vs Real Sociedad,,Action            ,(2018),,
['8814118'],Il giorno di San Crispino,,History            ,(2018),,
['6811166'],Of Men at a Crossroad,68 min,Action            ,(2018),,
['7570404'],Lars,61 min,Horror            ,(2018),,
['13828510'],Eregtei ohin,,,(2018),,
['8537558'],Paul est mort,88 min,Drama            ,(2018),,
['10984198'],UMA 'Light of Himalaya',73 min,Adventure            ,(2018),,
['10453006'],Horror Bathroom,,,(2018),,
['18073168'],Victimz,,Drama            ,(2018),,
['22022108'],SCARS,118 min,Drama            ,(2018),,
['23394968'],Days to Live,,Drama            ,(2018),,
['7300624'],Night Swim,,Thriller            ,(II),,
['8551264'],Il gatto con gli occhi rossi,46 min,"Drama, Mystery, Thriller            ",(2018),,
['10515600'],Super kids' attack,,,(2018),,
['10794962'],Liverpool Football Club vs Newcastle United F.C.,90 min,,(2018),,
['10597422'],TEDx Marin 2018,,Talk-Show            ,(2018),,
['6328302'],I Got That Bass,70 min,Comedy            ,(2018),,
['10185098'],Robbers 3: Saved in Time,,"Action, Adventure, Comedy            ",(2018),,
['21356136'],Une Opportunité d'avenir,25 min,,(2018),,
['11724280'],Instant Karma,90 min,Fantasy            , (2018),,
['9114570'],Jack Stone: Diamond Cutter,45 min,"Action, Thriller            ",(2018),7.6,49
['3357084'],Busted Life,,Drama            ,(2018),,
['9228712'],Kayleigh's Time,,Romance            ,(2018),,
['10540200'],Paranormal Boogaloo,51 min,Comedy            ,(2018),,
['9601070'],Bimba - Aa Tombatthu Nimishagalu (Bimba - Those Ninety Minutes),108 min,Drama            ,(2018),,
['9534772'],Kid Fights from Around the World,360 min,"Action, Sport            ",(2018),,
['5926610'],The Karma Club,104 min,"Crime, Drama, Family            ",(2018),,
['19363620'],Ripples of Pain,,Drama            ,(2018),,
['8359232'],The Legacy of Gilbert Klingel: Man of Steel,58 min,Biography            ,(2018),,
['13958430'],Shankhanaad,107 min,Action            ,(2018),,
['8824508'],Sacrificial Dogs,50 min,"Crime, Fantasy, Mystery            ",(2018),,
['10499434'],Binding Destiny,,,(2018),,
['5967616'],Seline: Return to the Kingdom,,"Action, Fantasy            ",(2018),,
['13106982'],Bastard karma,75 min,Biography            ,(2018),,
['7781302'],Jokes Under A Tree,50 min,Comedy            ,(2018),,
['7998666'],Writer's Block,71 min,Comedy            ,(III) (2018),,
['10520988'],Sequìa,,,(2018),,
['14852102'],Industry,,Drama            ,(2018),,
['8459496'],Dandayatre,,Action            ,(2018),,
['8803884'],The Adventures Of Ray,49 min,Drama            ,(2018),,
['4777206'],Street Shadows,80 min,Action            ,(2018),6.8,16
['10034400'],New Breed,,Action            ,(2018),,
['11427142'],Arkavath,120 min,Horror            ,(2018),,
['13174960'],Zitta!,83 min,Drama            ,(2018),,
['13122204'],Quimey,,Biography            ,(2018),,
['10467294'],The First,,,(2018),,
['20878330'],Badesalz - Dö Chefs,121 min,Comedy            ,(2018),,
['8459206'],Tong Ling,,Drama            ,(2018),,
['8879306'],Animal Conduct,86 min,"Drama, Horror, Thriller            ",(2018),,
['7266400'],Ground Control,,Mystery            ,(2018),,
['8020972'],Kilikkodu,,Drama            ,(2018),,
['7639922'],The Islander Theory,90 min,"Comedy, Drama            ",(2018),5.4,22
['21325456'],Zerovskij-Solo Per Amore,143 min,Music            ,(2018),,
['7947108'],Looking for Xiaoyu,92 min,"Crime, Drama, Family            ",(2018),,
['9387504'],Finding Me,53 min,Drama            ,(II) (2018),,
['15879940'],Pasadas de sexo y revolución,,,(2018),,
['10973924'],Forgotten Forests of Malaysia,,,(2018),,
['15548824'],Acemi Hirsiz,,,(2018),,
['14580042'],African Movie Channel Original Production - Something Strange,,Drama            ,(2018),,
['9570416'],Playing Hard,95 min,Drama            ,(II) (2018),,
['20866540'],Oloore,,Drama            ,(2018),,
['5992614'],In the Jungle,62 min,"Drama, Fantasy, Musical            ",(2018),,
['13993796'],Matt Roberts 2,53 min,Drama            ,(2018),,
['9850246'],Mirrewinter,,War            ,(2018),,
['8444942'],Cured,,Horror            , (2018),,
['7874796'],Apotheosis,50 min,Fantasy            , (2018),,
['10520874'],Marti,,,(II) (2018),,
['9052894'],Gaddappana Duniya,94 min,Comedy            ,(2018),,
['15881550'],Love in a Time of Kekes,,Romance            ,(2018),,
['8133662'],le Roi de la Vallée,,Drama            ,(2018),,
['10542730'],Augmented Organism,67 min,"Fantasy, Music, Musical            ",(2018),,
['6684364'],Chaperon Rouge in the Rain,,Fantasy            ,(2018),,
['11946170'],Dezo Ursiny 70,62 min,,(2018),,
['10904656'],Batboy: Knight of Terror,73 min,Action            ,(2018),,
['8368346'],A Nuclear New Year,64 min,Comedy            ,(2018),,
['16233638'],iBelieve,,Drama            ,(2018),,
['8785258'],Divin Bonheur,,Drama            ,(2018),,
['8956976'],A Man's Gotta Do,90 min,"Comedy, Drama            ",(2018),,
['15415116'],Barristas,,Drama            ,(2018),,
['7699348'],Riwakuy360°,80 min,"Adventure, Mystery            ",(2018),,
['9529814'],Kachin ko! Heisei ninkyô gaiden,,,(2018),,
['12671430'],Laliga 10. Matchday Getafe CF vs Real Betis Balompié,,Action            ,(2018),,
['9219384'],Unsocial Justices,55 min,Action            ,(2018),,
['11459138'],Cat a Dog's Tale,53 min,Musical            ,(2018),,
['12294668'],Je suis un mouvement,,,(2018),,
['5535500'],LDUniversity,,Comedy            ,,,
['7768182'],Rose is not a Flower,,Family            ,(2018),,
['19851210'],Jai Jambheshwaray Namh,,Biography            ,(2018),,
['14698216'],Odisseya Petra,75 min,"Drama, Family            ",(2018),,
['14772204'],El pais mas feliz del mundo,,Drama            ,(2018),,
['7728410'],Masters of Love and Sound,,Music            ,(2018),,
['7265020'],THC+,,,(2018),,
['7238958'],Prioni II,,"Horror, Sci-Fi            ",(2018),4.3,7
['13079416'],El Entihari,,Thriller            , (2018),,
['20119466'],Fantastic Numbers,,"Comedy, Drama            ",(2018),,
['17077008'],Honey and Bunny the Secret Formula,,"Action, Comedy            ",(2018),,
['16271306'],Shadows in the Dark,,Drama            ,(2018),,
['7860292'],End of the World Rocks,77 min,Drama            ,(2018),,
['5376094'],"Too Little, Too Late",60 min,Drama            ,(2018),,
['10467346'],Camera,,,(II) (2018),,
['8503590'],"Celia y Miguel, caminos opuestos",,Biography            ,(2018),,
['8371328'],Lost,84 min,Drama            ,(VII) (2018),,
['9106962'],Anurag Maurya Act,,"Biography, Music            ",(2018),,
['9298258'],The Grinch - First Look,,"Animation, Comedy, Family            ",(2018),,
['9000448'],We Don't Have an Ending,90 min,"Comedy, Drama            ",(2018),,
['9651028'],Verbasco,,,(2018),,
['7488502'],Powerless Federal Agent 8,,Animation            ,(2018),,
['7739420'],Husst,,"Crime, Thriller            ",(2018),,
['21257174'],MULT v kino. Vypusk # 66,45 min,Animation            ,(2018),,
['15219666'],Pushpa Vilaapam,,,(2018),,
['8427098'],The Last Night of Mom,104 min,"Comedy, Drama, Family            ",(2018),,
['14818606'],Cryptic Expeditions: The Legend of the Downey Booger,76 min,Mystery            ,(2018),,
['13461768'],Mestri,130 min,,(2018),,
['8050704'],Soul Pawn Shop,,Sci-Fi            ,(2018),,
['12701142'],SD Eibar vs CD Leganés,,Action            ,(2018),,
['10473408'],Shgaltana Arjantenia,,,(2018),,
['4483760'],Occupy Here Now,80 min,"History, News, War            ",(2018),,
['17346010'],The Nutcracker,,Musical            ,(II) (2018),,
['10794516'],Chelsea vs Leicester City,90 min,,(2018),,
['15568858'],Black Sheep,89 min,Thriller            ,(III) (2018),,
['12708952'],AD Alcorcón vs Real Zaragoza,,Reality-TV            ,(2018),,
['9276772'],Trampa Mortal,,"Action, Comedy            ",(2018),,
['9414690'],"Rebobinado, la película",96 min,"Adventure, Comedy            ",(2018),8.0,23
['10549056'],Eve and Emily,84 min,Drama            ,(2018),,
['12799564'],Ghar ka Raakshas by Deep Jyoti,,Comedy            ,(2018),,
['12171726'],Grub Love,,Comedy            ,(2018),,
['8793866'],Consequences,,,(V) (2018),,
['13764864'],Illuminations: Short Films of Discovery,90 min,Drama            ,(2018),,
['8159442'],Andh: Let's Play Blind,103 min,Thriller            ,(2018),,
['7758948'],Cheyanne,60 min,"Adventure, Family            ",(2018),,
['8129908'],Demon,,"Comedy, Horror            ",(III) (2018),,
['7236028'],Living in a safe neighborhood,,"Comedy, Horror, Thriller            ",(2018),,
['23397902'],Nalindi,,"Drama, History            ",(2018),,
['13838954'],Sanjeeva,222 min,Drama            ,(2018),,
['10535246'],Korazon Okupao,88 min,Comedy            ,(2018),,
['8364460'],Galactic Blitz,67 min,"Animation, Sci-Fi            ",(2018),,
['8714290'],The List,91 min,Drama            ,(IV) (2018),,
['8083382'],Tales from Beyond,,Horror            ,(2018),,
['10087508'],IAC My Story,,History            ,(2018),,
['8288798'],Dilapidation,101 min,"Crime, Drama            ",(2018),,
['6609812'],Haunting of Leslie,,Fantasy            ,(2018),9.0,6
['13543832'],Dhamaal Balachi,,Drama            ,(2018),,
['8376280'],Level Up Your Life,88 min,Comedy            ,(2018),5.8,10
['12491308'],Another World,,,(2018),,
['8887766'],Between Moon and Mars - The Birth of Flight,119 min,"Drama, Fantasy, Music            ",(2018),,
['10794932'],Watford vs Liverpool,90 min,,(2018),,
['14658468'],Diboulou,100 min,Action            ,(2018),,
['10505024'],Keep Watch the Lifetime,,,(2018),,
['8180476'],Brooke,,Drama            ,(2018),,
['10520862'],Left Hand and Right Hand,,,(2018),,
['7737728'],Little Girl Blue,94 min,"Drama, History            ",(2018),,
['13185652'],Candeia,97 min,,(2018),,
['10465998'],The Imposible Mission,63 min,"Action, Crime, Drama            ",(2018),,
['8792814'],Children,76 min,"Drama, Family            ",(III) (2018),,
['7657996'],Vertical and habitats,120 min,Adventure            ,(2018),,
['12363658'],One Life Stand,76 min,Comedy            ,(2018),,
['13745712'],Saakshi,,Drama            ,(2018),,
['5158616'],How God Sees My Life,,Drama            ,,,
['12516696'],The gamblers,,,(2018),,
['10794944'],Liverpool vs Manchester United,90 min,,(2018),,
['12916360'],Moonavathu Kann,114 min,Drama            ,(2018),,
['8058918'],Misunderstood Sadie,66 min,Comedy            ,(2018),,
['13575854'],Juventus vs Real Madrid,,Reality-TV            ,(2018),,
['10827342'],Bindhass Jeevan,,Drama            ,(2018),,
['11390108'],Someone,,Thriller            ,(2018),,
['14215480'],Ultimate Alibi,97 min,Sci-Fi            ,(2018),,
['7031942'],Sonchand,,Drama            ,(2018),,
['5618938'],SWA-TECH,55 min,Sport            ,(2018),,
['12796236'],El velorio (The Wake),61 min,Fantasy            ,(2018),,
